,trip_hours,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,age,member_gender,bike_share_for_all_trip
2240,0.28,2019-02-28 18:06:56.063,2019-02-28 18:23:33.510,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,50.0,2nd St at Townsend St,37.780526,-122.390288,5943,Subscriber,31.0,Male,No
2253,0.19,2019-02-28 18:11:19.970,2019-02-28 18:23:01.635,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,11.0,Davis St at Jackson St,37.79728,-122.398436,6566,Subscriber,40.0,Female,No
2257,0.21,2019-02-28 18:09:44.211,2019-02-28 18:22:35.147,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,102.0,Irwin St at 8th St,37.7668828,-122.3995794,6214,Subscriber,52.0,Male,No
2272,0.15,2019-02-28 18:12:14.601,2019-02-28 18:21:28.784,58.0,Market St at 10th St,37.776619,-122.417385,73.0,Pierce St at Haight St,37.7717933,-122.4337079,5858,Subscriber,32.0,Female,No
2276,0.28,2019-02-28 18:04:23.436,2019-02-28 18:21:16.864,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,98.0,Valencia St at 16th St,37.765052,-122.4218661,5844,Subscriber,33.0,Male,No
2287,0.19,2019-02-28 18:09:07.112,2019-02-28 18:20:36.137,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,4730,Subscriber,32.0,Male,No
2309,0.17,2019-02-28 18:09:34.498,2019-02-28 18:19:32.749,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,6124,Subscriber,54.0,Male,No
2311,0.28,2019-02-28 18:02:22.317,2019-02-28 18:19:27.957,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6297,Customer,32.0,Male,No
2321,0.09,2019-02-28 18:13:47.364,2019-02-28 18:19:07.380,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,33.0,Golden Gate Ave at Hyde St,37.7816495,-122.4154077,5107,Subscriber,34.0,Female,No
2322,0.15,2019-02-28 18:10:00.078,2019-02-28 18:18:58.901,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6568,Subscriber,35.0,Male,No
2325,0.14,2019-02-28 18:10:15.843,2019-02-28 18:18:48.882,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,34.0,Father Alfred E Boeddeker Park,37.7839879,-122.412408,5962,Subscriber,34.0,Female,No
2329,0.07,2019-02-28 18:14:28.565,2019-02-28 18:18:43.382,58.0,Market St at 10th St,37.776619,-122.417385,383.0,Golden Gate Ave at Franklin St,37.7807871267462,-122.4219337105751,4466,Subscriber,45.0,Male,No
2333,0.11,2019-02-28 18:12:04.862,2019-02-28 18:18:34.596,58.0,Market St at 10th St,37.776619,-122.417385,350.0,8th St at Brannan St,37.771431362921085,-122.40578681230544,5536,Subscriber,29.0,Male,No
2341,0.14,2019-02-28 18:09:48.484,2019-02-28 18:18:05.379,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,100.0,Bryant St at 15th St,37.7671004,-122.410662,5908,Subscriber,33.0,Male,No
2349,0.21,2019-02-28 18:05:24.926,2019-02-28 18:17:51.120,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,77.0,11th St at Natoma St,37.7735069,-122.4160402,5342,Customer,33.0,Male,No
2351,0.1,2019-02-28 18:12:01.623,2019-02-28 18:17:50.020,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,60.0,8th St at Ringold St,37.77452040113685,-122.4094493687153,5517,Subscriber,40.0,Male,No
2361,0.12,2019-02-28 18:10:28.853,2019-02-28 18:17:32.031,58.0,Market St at 10th St,37.776619,-122.417385,350.0,8th St at Brannan St,37.771431362921085,-122.40578681230544,6257,Customer,41.0,Male,No
2379,0.12,2019-02-28 18:09:14.208,2019-02-28 18:16:37.737,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,61.0,Howard St at 8th St,37.7765126,-122.4113061,6575,Subscriber,38.0,Female,No
2392,0.13,2019-02-28 18:08:18.553,2019-02-28 18:16:07.083,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,4979,Subscriber,55.0,Male,No
2407,0.13,2019-02-28 18:07:06.009,2019-02-28 18:15:10.443,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,126.0,Esprit Park,37.7616343,-122.3906477,6471,Subscriber,38.0,Male,No
2427,0.08,2019-02-28 18:09:45.681,2019-02-28 18:14:17.248,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,350.0,8th St at Brannan St,37.771431362921085,-122.40578681230544,4973,Subscriber,28.0,Female,No
2431,0.16,2019-02-28 18:04:13.299,2019-02-28 18:14:06.033,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,5964,Subscriber,45.0,Male,No
2436,0.05,2019-02-28 18:10:55.511,2019-02-28 18:13:52.618,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,90.0,Townsend St at 7th St,37.771058,-122.402717,6322,Subscriber,32.0,Male,No
2449,0.2,2019-02-28 18:00:38.947,2019-02-28 18:12:55.758,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,5281,Customer,35.0,Male,No
2462,0.29,2019-02-28 17:55:06.446,2019-02-28 18:12:23.568,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,365.0,Turk St at Fillmore St,37.78045005996349,-122.43194639682768,6296,Subscriber,35.0,Male,No
2478,0.3,2019-02-28 17:53:47.084,2019-02-28 18:11:48.193,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,31.0,Raymond Kimbell Playground,37.78381270927812,-122.4345588684082,5821,Subscriber,43.0,Male,No
2503,0.16,2019-02-28 18:00:46.614,2019-02-28 18:10:36.761,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,77.0,11th St at Natoma St,37.7735069,-122.4160402,5801,Subscriber,35.0,Male,No
2514,0.11,2019-02-28 18:03:04.631,2019-02-28 18:09:39.503,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6581,Subscriber,30.0,Male,No
2516,0.13,2019-02-28 18:01:55.916,2019-02-28 18:09:30.440,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,58.0,Market St at 10th St,37.776619,-122.417385,5858,Subscriber,23.0,Male,No
2521,0.14,2019-02-28 18:01:09.723,2019-02-28 18:09:17.110,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,28.0,The Embarcadero at Bryant St,37.78716801474664,-122.38809792330358,2474,Subscriber,41.0,Female,No
2536,0.46,2019-02-28 17:40:49.354,2019-02-28 18:08:33.996,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,126.0,Esprit Park,37.7616343,-122.3906477,5498,Subscriber,40.0,Female,No
2556,0.25,2019-02-28 17:52:43.571,2019-02-28 18:07:31.785,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,58.0,Market St at 10th St,37.776619,-122.417385,4466,Customer,37.0,Male,No
2562,0.3,2019-02-28 17:49:25.747,2019-02-28 18:07:23.870,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,52.0,McAllister St at Baker St,37.7774157,-122.4418376,5849,Subscriber,27.0,Female,No
2564,0.15,2019-02-28 17:58:31.241,2019-02-28 18:07:21.461,58.0,Market St at 10th St,37.776619,-122.417385,121.0,Mission Playground,37.7592103,-122.4213392,4449,Subscriber,44.0,Male,No
2585,0.16,2019-02-28 17:56:52.060,2019-02-28 18:06:28.610,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,34.0,Father Alfred E Boeddeker Park,37.7839879,-122.412408,5948,Subscriber,36.0,Male,No
2588,8.52,2019-02-28 09:35:13.840,2019-02-28 18:06:20.011,58.0,Market St at 10th St,37.776619,-122.417385,11.0,Davis St at Jackson St,37.79728,-122.398436,5522,Customer,34.0,Male,No
2589,0.22,2019-02-28 17:53:20.006,2019-02-28 18:06:17.339,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,96.0,Dolores St at 15th St,37.7662102,-122.4266136,6595,Subscriber,27.0,Male,No
2599,0.19,2019-02-28 17:54:17.524,2019-02-28 18:05:47.183,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,368.0,Myrtle St at Polk St,37.78543382786823,-122.41962164640428,6100,Subscriber,30.0,Male,No
2608,0.23,2019-02-28 17:51:40.321,2019-02-28 18:05:12.738,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,85.0,Church St at Duboce Ave,37.7700831,-122.4291557,6543,Subscriber,32.0,Female,No
2611,0.17,2019-02-28 17:54:49.430,2019-02-28 18:04:50.589,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,356.0,Valencia St at Clinton Park,37.769188178104585,-122.42228507995604,6065,Subscriber,37.0,Male,No
2623,0.18,2019-02-28 17:53:27.481,2019-02-28 18:04:08.556,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6151,Subscriber,32.0,Male,Yes
2625,0.31,2019-02-28 17:45:41.773,2019-02-28 18:04:02.362,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,70.0,Central Ave at Fell St,37.77331087889723,-122.44429260492323,6553,Subscriber,31.0,Male,No
2627,0.15,2019-02-28 17:55:07.026,2019-02-28 18:03:56.956,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,81.0,Berry St at 4th St,37.77588,-122.39317,6234,Subscriber,34.0,Male,No
2635,0.19,2019-02-28 17:52:06.276,2019-02-28 18:03:37.423,58.0,Market St at 10th St,37.776619,-122.417385,93.0,4th St at Mission Bay Blvd S,37.7704074,-122.3911984,5242,Subscriber,33.0,Male,No
2659,0.06,2019-02-28 17:59:02.214,2019-02-28 18:02:34.143,58.0,Market St at 10th St,37.776619,-122.417385,60.0,8th St at Ringold St,37.77452040113685,-122.4094493687153,6228,Subscriber,28.0,Male,No
2694,0.12,2019-02-28 17:53:29.861,2019-02-28 18:00:48.540,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,27.0,Beale St at Harrison St,37.7880593,-122.3918648,4391,Subscriber,38.0,Male,No
2708,0.23,2019-02-28 17:46:17.112,2019-02-28 18:00:09.171,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,22.0,Howard St at Beale St,37.789756,-122.394643,6446,Subscriber,41.0,Male,No
2722,0.05,2019-02-28 17:56:01.352,2019-02-28 17:59:13.454,58.0,Market St at 10th St,37.776619,-122.417385,383.0,Golden Gate Ave at Franklin St,37.7807871267462,-122.4219337105751,5112,Subscriber,28.0,Male,No
2725,0.35,2019-02-28 17:37:51.190,2019-02-28 17:58:54.906,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,130.0,22nd St Caltrain Station,37.75728840784085,-122.3920512199402,5847,Customer,41.0,Male,No
2726,0.11,2019-02-28 17:52:14.420,2019-02-28 17:58:51.584,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,5833,Subscriber,65.0,Male,No
2734,0.21,2019-02-28 17:45:38.394,2019-02-28 17:58:27.636,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,5140,Subscriber,32.0,Female,No
2743,0.2,2019-02-28 17:46:00.670,2019-02-28 17:58:11.828,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,356.0,Valencia St at Clinton Park,37.769188178104585,-122.42228507995604,5145,Subscriber,32.0,Female,No
2752,0.22,2019-02-28 17:44:39.818,2019-02-28 17:57:55.278,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,74.0,Laguna St at Hayes St,37.776434819204745,-122.42624402046204,4930,Subscriber,41.0,Male,No
2757,0.31,2019-02-28 17:38:49.192,2019-02-28 17:57:29.672,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,355.0,23rd St at Tennessee St,37.755367132158526,-122.38879501819608,6281,Customer,31.0,Male,No
2769,0.14,2019-02-28 17:48:10.847,2019-02-28 17:56:53.395,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,6306,Subscriber,36.0,Male,No
2815,0.24,2019-02-28 17:40:23.739,2019-02-28 17:55:01.223,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,86.0,Market St at Dolores St,37.7693053,-122.4268256,6417,Subscriber,30.0,Male,No
2817,0.28,2019-02-28 17:38:17.607,2019-02-28 17:54:56.652,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,114.0,Rhode Island St at 17th St,37.7644783,-122.4025701,5275,Subscriber,35.0,Male,No
2843,0.26,2019-02-28 17:38:11.009,2019-02-28 17:54:04.575,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,345.0,Hubbell St at 16th St,37.766482696439496,-122.39827930927277,6470,Subscriber,32.0,Female,No
2860,0.18,2019-02-28 17:42:43.038,2019-02-28 17:53:31.302,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,80.0,Townsend St at 5th St,37.77523486860597,-122.39743709564208,4351,Subscriber,30.0,Male,No
2864,0.17,2019-02-28 17:43:08.003,2019-02-28 17:53:19.224,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,5821,Subscriber,47.0,Male,No
2866,0.18,2019-02-28 17:42:42.638,2019-02-28 17:53:14.293,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6100,Subscriber,42.0,Male,No
2867,0.13,2019-02-28 17:45:33.187,2019-02-28 17:53:11.269,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,27.0,Beale St at Harrison St,37.7880593,-122.3918648,6146,Customer,50.0,Male,No
2880,0.2,2019-02-28 17:40:30.069,2019-02-28 17:52:33.027,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,54.0,Alamo Square (Steiner St at Fulton St),37.77754677017323,-122.43327409029006,4654,Subscriber,31.0,Female,No
2881,0.13,2019-02-28 17:44:40.994,2019-02-28 17:52:27.522,58.0,Market St at 10th St,37.776619,-122.417385,84.0,Duboce Park,37.7692005,-122.4338119,5852,Subscriber,42.0,Female,No
2898,0.13,2019-02-28 17:43:50.454,2019-02-28 17:51:55.283,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,50.0,2nd St at Townsend St,37.780526,-122.390288,6343,Subscriber,57.0,Male,Yes
2899,0.22,2019-02-28 17:38:27.254,2019-02-28 17:51:54.312,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,350.0,8th St at Brannan St,37.771431362921085,-122.40578681230544,6555,Subscriber,26.0,Male,No
2908,0.24,2019-02-28 17:37:18.044,2019-02-28 17:51:36.259,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,371.0,Lombard St at Columbus Ave,37.80274615250053,-122.41357862949371,5568,Customer,71.0,Male,No
2918,0.1,2019-02-28 17:44:50.605,2019-02-28 17:50:59.490,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,63.0,Bryant St at 6th St,37.775910222333366,-122.40257500673576,1922,Subscriber,37.0,Male,No
2931,0.09,2019-02-28 17:45:09.821,2019-02-28 17:50:38.526,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,350.0,8th St at Brannan St,37.771431362921085,-122.40578681230544,6301,Subscriber,34.0,Other,No
2940,0.21,2019-02-28 17:37:46.880,2019-02-28 17:50:24.737,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,58.0,Market St at 10th St,37.776619,-122.417385,6228,Subscriber,30.0,Female,No
2953,0.15,2019-02-28 17:40:39.226,2019-02-28 17:49:42.770,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,5561,Subscriber,35.0,Male,No
2957,0.11,2019-02-28 17:43:01.380,2019-02-28 17:49:40.613,58.0,Market St at 10th St,37.776619,-122.417385,324.0,Union Square (Powell St at Post St),37.788299978150825,-122.40853071212769,5902,Subscriber,29.0,Male,No
2964,0.15,2019-02-28 17:40:36.853,2019-02-28 17:49:19.912,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,81.0,Berry St at 4th St,37.77588,-122.39317,4831,Subscriber,32.0,Male,No
2984,0.2,2019-02-28 17:35:50.980,2019-02-28 17:47:33.462,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,77.0,11th St at Natoma St,37.7735069,-122.4160402,6564,Subscriber,35.0,Female,No
2988,0.11,2019-02-28 17:40:52.051,2019-02-28 17:47:27.383,58.0,Market St at 10th St,37.776619,-122.417385,90.0,Townsend St at 7th St,37.771058,-122.402717,4610,Subscriber,41.0,Male,Yes
2994,0.15,2019-02-28 17:38:02.398,2019-02-28 17:47:15.374,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,5506,Subscriber,37.0,Male,No
3020,0.32,2019-02-28 17:26:38.415,2019-02-28 17:45:53.416,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,73.0,Pierce St at Haight St,37.7717933,-122.4337079,4336,Subscriber,34.0,Male,No
3028,0.04,2019-02-28 17:42:52.291,2019-02-28 17:45:26.904,58.0,Market St at 10th St,37.776619,-122.417385,61.0,Howard St at 8th St,37.7765126,-122.4113061,5972,Subscriber,36.0,Male,No
3039,0.12,2019-02-28 17:37:41.763,2019-02-28 17:44:59.473,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,5591,Subscriber,50.0,Male,No
3048,0.12,2019-02-28 17:37:24.327,2019-02-28 17:44:25.376,58.0,Market St at 10th St,37.776619,-122.417385,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,5801,Subscriber,38.0,Male,No
3049,0.2,2019-02-28 17:32:14.430,2019-02-28 17:44:25.258,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,345.0,Hubbell St at 16th St,37.766482696439496,-122.39827930927277,6219,Customer,34.0,Male,No
3052,0.06,2019-02-28 17:40:23.636,2019-02-28 17:44:16.441,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,6.0,The Embarcadero at Sansome St,37.80477,-122.403234,4944,Subscriber,38.0,Female,No
3064,0.2,2019-02-28 17:31:59.587,2019-02-28 17:43:51.835,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,364.0,China Basin St at 3rd St,37.7719996,-122.3899698,5274,Subscriber,38.0,Male,No
3098,0.33,2019-02-28 17:22:33.926,2019-02-28 17:42:19.677,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,373.0,Potrero del Sol Park (25th St at Utah St),37.75179164525661,-122.40521550178528,4939,Subscriber,25.0,Male,No
3111,0.14,2019-02-28 17:33:00.936,2019-02-28 17:41:41.574,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,81.0,Berry St at 4th St,37.77588,-122.39317,5861,Subscriber,37.0,Male,No
3113,0.11,2019-02-28 17:34:58.749,2019-02-28 17:41:39.686,58.0,Market St at 10th St,37.776619,-122.417385,324.0,Union Square (Powell St at Post St),37.788299978150825,-122.40853071212769,5975,Subscriber,23.0,Male,No
3114,0.43,2019-02-28 17:15:57.789,2019-02-28 17:41:38.450,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,59.0,S Van Ness Ave at Market St,37.774814,-122.418954,4933,Subscriber,35.0,Male,No
3116,0.11,2019-02-28 17:34:47.185,2019-02-28 17:41:35.165,58.0,Market St at 10th St,37.776619,-122.417385,324.0,Union Square (Powell St at Post St),37.788299978150825,-122.40853071212769,4806,Subscriber,23.0,Female,No
3129,0.09,2019-02-28 17:35:04.439,2019-02-28 17:40:35.594,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,10.0,Washington St at Kearny St,37.79539293725452,-122.4047702550888,6044,Subscriber,37.0,Male,No
3134,0.08,2019-02-28 17:34:57.307,2019-02-28 17:39:56.137,58.0,Market St at 10th St,37.776619,-122.417385,3.0,Powell St BART Station (Market St at 4th St),37.78637526861584,-122.40490436553954,4773,Subscriber,44.0,Male,No
3158,0.09,2019-02-28 17:33:08.834,2019-02-28 17:38:48.267,58.0,Market St at 10th St,37.776619,-122.417385,368.0,Myrtle St at Polk St,37.78543382786823,-122.41962164640428,4736,Subscriber,29.0,Female,No
3160,0.21,2019-02-28 17:26:12.310,2019-02-28 17:38:34.079,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,55.0,Webster St at Grove St,37.7770527,-122.4295585,5496,Subscriber,31.0,Male,No
3210,0.06,2019-02-28 17:32:26.739,2019-02-28 17:35:49.577,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,36.0,Folsom St at 3rd St,37.78383,-122.39887,5037,Subscriber,41.0,Male,No
3231,0.24,2019-02-28 17:20:31.554,2019-02-28 17:34:39.597,58.0,Market St at 10th St,37.776619,-122.417385,323.0,Broadway at Kearny,37.79801364395978,-122.40595042705534,5558,Subscriber,34.0,Female,No
3256,0.14,2019-02-28 17:24:33.438,2019-02-28 17:33:01.230,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,78.0,Folsom St at 9th St,37.7737172,-122.4116467,4629,Subscriber,40.0,Male,No
3281,0.07,2019-02-28 17:27:22.235,2019-02-28 17:31:41.064,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,22.0,Howard St at Beale St,37.789756,-122.394643,2063,Subscriber,40.0,Male,No
3316,0.3,2019-02-28 17:11:49.264,2019-02-28 17:29:58.137,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,375.0,Grove St at Masonic Ave,37.77483629413345,-122.44654566049576,6516,Subscriber,34.0,Female,No
3322,0.21,2019-02-28 17:16:37.506,2019-02-28 17:29:22.928,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,81.0,Berry St at 4th St,37.77588,-122.39317,6223,Customer,47.0,Male,No
3325,0.18,2019-02-28 17:18:14.867,2019-02-28 17:29:13.686,58.0,Market St at 10th St,37.776619,-122.417385,10.0,Washington St at Kearny St,37.79539293725452,-122.4047702550888,6488,Subscriber,29.0,Male,No
3340,0.07,2019-02-28 17:24:30.293,2019-02-28 17:28:25.481,58.0,Market St at 10th St,37.776619,-122.417385,5.0,Powell St BART Station (Market St at 5th St),37.78389935708493,-122.4084448814392,6504,Subscriber,40.0,Male,No
3345,0.07,2019-02-28 17:23:39.918,2019-02-28 17:27:44.102,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,36.0,Folsom St at 3rd St,37.78383,-122.39887,4624,Subscriber,49.0,Male,No
3350,0.14,2019-02-28 17:18:58.587,2019-02-28 17:27:20.697,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,6134,Subscriber,33.0,Male,No
3352,0.12,2019-02-28 17:19:45.489,2019-02-28 17:27:06.021,3.0,"Powell St BART Station 
(Market St at 4th St)",37.78637526861584,-122.40490436553954,67.0,San Francisco Caltrain Station 2  (Townsend St at 4th St),37.7766392,-122.3955263,4817,Subscriber,32.0,Male,No
3354,0.35,2019-02-28 17:05:40.564,2019-02-28 17:26:53.268,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,2474,Customer,49.0,Female,No
3365,0.19,2019-02-28 17:14:50.723,2019-02-28 17:26:13.132,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,30.0,San Francisco Caltrain (Townsend St at 4th St),37.776598,-122.395282,6577,Subscriber,32.0,Male,No
3373,0.13,2019-02-28 17:18:06.862,2019-02-28 17:26:01.096,67.0,"San Francisco Caltrain Station 2  
(Townsend St at 4th St)",37.7766392,-122.3955263,61.0,Howard St at 8th St,37.7765126,-122.4113061,5941,Subscriber,38.0,Male,No
3376,0.29,2019-02-28 17:08:44.630,2019-02-28 17:25:56.964,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,97.0,14th St at Mission St,37.7682646,-122.4201102,5767,Subscriber,32.0,Male,No
3386,0.09,2019-02-28 17:20:02.278,2019-02-28 17:25:30.516,21.0,"Montgomery St BART Station 
(Market St at 2nd St)",37.7896254,-122.400811,15.0,San Francisco Ferry Building (Harry Bridges Plaza),37.795392,-122.394203,4831,Subscriber,32.0,Male,Yes
3390,0.15,2019-02-28 17:16:37.866,2019-02-28 17:25:23.773,15.0,"San Francisco Ferry Building 
(Harry Bridges Plaza)",37.795392,-122.394203,81.0,Berry St at 4th St,37.77588,-122.39317,4941,Subscriber,31.0,Male,No
